MeasureItem;Year;Month;Value;ProvidedValue;AVG_Value;FromAreaCode;ToAreaCode;MeasureTime;Direction;Flag;FromMemberType;ToMemberType
Physical Energy & Power Flows;2022;1;362;362;362;BG;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;1;1423;1423;1423;FR;BE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;11;430;430;430;GE;AZ;Monthly Value;Import;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;10;91;91;91;AL;ME;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;18;18;18;EE;LV;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;34;34;34;BG;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;138;138;138;MD;UA;Monthly Value;Export;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;11;207;207;207;SI;HU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;161;161;161;UA;RO;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;1;634;634;634;EE;FI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;95;95;95;BG;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;11;1629;1629;1629;DE;CH;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;2;2;2;FR;IT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;20;20;20;DE;CH;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;1202;1202;1202;DE;CH;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;1;139;139;139;DE;NO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;303;303;303;ME;IT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;223;223;223;SK;UA;Monthly Value;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2022;4;0;0;0;GE;AZ;Monthly Value;Export;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;2;293;293;293;LU;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;47;47;47;AT;CH;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;39;39;39;RO;BG;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;5;5;5;BG;GR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;110;110;110;IT;GR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;7;264;264;264;BE;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;7;78;78;78;RS;MK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;113;113;113;RO;UA;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;5;10;10;10;NO;NL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;1078;1078;1078;GB;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;103;103;103;RS;XK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;694;694;694;CZ;PL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;3;3;3;RO;HU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;106;106;106;NL;DK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;1;7;7;7;SE;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;63;63;63;LV;RU;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;3;6;6;6;HR;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;6;18;18;18;BY;LT;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;4;6;6;6;PL;LT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;8;644;644;644;PL;CZ;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;164;164;164;NL;DK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;1;1;1;RS;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;18;18;18;RS;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;319;319;319;DK;NO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;1679;1679;1679;FI;SE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;66;66;66;NO;SE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;9;9;9;HR;BA;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;3;3;3;SE;LT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;29;29;29;DK;NL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;1007;1007;1007;BE;NL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;27;27;27;NO;FI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;216;216;216;FI;RU;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;2;1032;1032;1032;CZ;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;167;167;167;MK;XK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;1;288;288;288;TR;BG;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;1106;1106;1106;FR;IT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;11;11;11;NO;NL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;30;30;30;RO;BG;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;181;181;181;MK;GR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;9;30;30;30;BG;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;280;280;280;AZ;GE;Monthly Value;Export;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;12;112;112;112;FR;IT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;7;7;7;PL;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;6;535;535;535;DE;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;29;29;29;MK;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;2;2;2;RU;EE;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;9;339;339;339;AT;SI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;70;70;70;BE;LU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;138;138;138;GR;TR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;566;566;566;IT;SI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;7;49;49;49;NO;FI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;12;12;12;PL;SE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;8;232;232;232;GB;BE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;7;276;276;276;DE;LU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;1;161;161;161;RO;UA;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;4;769;769;769;RU;FI;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;9;399;399;399;HU;HR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;1;1;1;CH;IT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;1498;1498;1498;FI;SE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;1682;1682;1682;IT;CH;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;0;0;0;TR;GR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;133;133;133;LV;RU;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;10;115;115;115;MD;UA;Monthly Value;Export;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;4;169;169;169;RS;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;13;13;13;ES;PT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;222;222;222;RO;BG;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;43;43;43;HU;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;207;207;207;FR;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;1;7;7;7;LV;RU;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;7;87;87;87;MD;UA;Monthly Value;Export;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;1;229;229;229;GE;AZ;Monthly Value;Import;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;3;61;61;61;RS;HU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;200;200;200;BE;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;972;972;972;PL;CZ;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;71;71;71;ME;BA;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;7;0;0;0;CZ;SK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;56;56;56;DK;SE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;290;290;290;BE;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;170;170;170;DE;NL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;530;530;530;BE;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;355;355;355;LT;LV;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;0;0;0;AT;SI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;7;14;14;14;DE;PL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;5;5;5;LT;LV;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;370;370;370;HU;AT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;88;88;88;NO;NL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;350;350;350;CZ;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;72;72;72;BE;LU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;8;8;8;DK;NL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;11;0;0;0;SE;LT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;11;11;11;AT;CH;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;64;64;64;AM;GE;Monthly Value;Export;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;6;45;45;45;HU;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;129;129;129;BG;GR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;29;29;29;DE;DK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;4;4;4;AT;HU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;338;338;338;GB;BE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;0;0;0;EE;FI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;166;166;166;RO;MD;Monthly Value;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2022;5;139;139;139;BE;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;39;39;39;MK;XK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;9;280;280;280;BG;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;9;9;9;UA;MD;Monthly Value;Export;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;5;159;159;159;RU;EE;Monthly Value;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;8;71;71;71;LU;BE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;295;295;295;NO;SE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;6;71;71;71;AZ;GE;Monthly Value;Export;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;3;0;0;0;SI;IT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;11;112;112;112;IT;ME;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;188;188;188;BY;LT;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;10;466;466;466;SI;IT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;70;70;70;GR;IT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;105;105;105;PL;LT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;64;64;64;MK;GR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;2;2;2;FR;IT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;64;64;64;GR;MK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;192;192;192;ME;XK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;15;15;15;UA;MD;Monthly Value;Import;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;11;1;1;1;HU;SI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;91;91;91;XK;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;95;95;95;XK;AL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;1;1;1;IT;SI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;0;0;0;GE;AM;Monthly Value;Import;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;2;478;478;478;FR;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;319;319;319;SE;PL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;6;6;6;FI;EE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;0;0;0;IT;SI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;9;197;197;197;RO;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;767;767;767;PL;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;2;2;2;TR;BG;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;110;110;110;HU;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;6;4;4;4;CZ;PL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;1;100;100;100;BE;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;478;478;478;NL;BE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;30;30;30;CH;IT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;919;919;919;DE;CH;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;1;391;391;391;RU;EE;Monthly Value;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;7;135;135;135;AT;HU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;153;153;153;RO;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;0;0;0;TR;BG;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;6;5;5;5;LT;RU;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;1;447;447;447;GB;NO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;195;195;195;FR;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;615;615;615;EE;FI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;7;202;202;202;NO;DK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;11;234;234;234;LU;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;24;24;24;CZ;SK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;90;90;90;RO;UA;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;6;152;152;152;ME;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;0;0;0;CZ;PL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;143;143;143;GR;BG;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;8;8;8;BA;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;269;269;269;DE;SE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;32;32;32;AL;XK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;987;987;987;PT;ES;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;0;0;0;FI;RU;Monthly Value;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2022;8;401;401;401;LV;EE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;7;1133;1133;1133;AT;CZ;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;40;40;40;DE;DK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;1;1;1;IT;CH;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;11;11;11;RS;HU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;19;19;19;SE;LT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;603;603;603;PL;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;13;13;13;PT;ES;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;8;8;8;8;DE;PL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;5;5;5;BE;LU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;203;203;203;HR;SI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;1661;1661;1661;FR;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;11;191;191;191;BG;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;8;171;171;171;MK;BG;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;7;521;521;521;EE;FI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;142;142;142;RO;BG;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;0;0;0;AT;SI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;168;168;168;NO;DK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;0;0;0;MD;RO;Monthly Value;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;6;2;2;2;HU;SI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;1424;1424;1424;DE;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;9;28;28;28;BY;LT;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;11;9;9;9;CH;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;8;171;171;171;TR;GR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;88;88;88;NL;NO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;18;18;18;HU;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;118;118;118;IT;ME;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;33;33;33;NL;NO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;528;528;528;GB;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;1;55;55;55;GR;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;833;833;833;SK;HU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;1;483;483;483;SE;LT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;35;35;35;UA;BY;Monthly Value;Import;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;5;790;790;790;FR;ES;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;265;265;265;BE;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;101;101;101;LT;BY;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;7;447;447;447;GE;TR;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;6;3;3;3;SE;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;271;271;271;DE;SE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;35;35;35;BY;UA;Monthly Value;Export;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;12;131;131;131;IT;AT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;35;35;35;RO;HU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;361;361;361;NL;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;0;0;0;HU;SI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;25;25;25;BA;ME;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;253;253;253;BG;TR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;1;403;403;403;NL;DK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;17;17;17;XK;ME;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;216;216;216;DE;NO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;5;5;5;MK;GR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;331;331;331;NO;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;220;220;220;SE;PL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;74;74;74;IT;MT;Monthly Value;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2022;6;264;264;264;NO;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;153;153;153;DE;CZ;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;8;191;191;191;GB;NL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;135;135;135;UA;RO;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;10;140;140;140;CH;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;513;513;513;BE;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;1517;1517;1517;GB;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;37;37;37;LT;BY;Monthly Value;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2022;5;123;123;123;IT;GR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;7;362;362;362;BA;HR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;30;30;30;LT;BY;Monthly Value;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2022;7;983;983;983;HU;SK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;337;337;337;RS;BG;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;26;26;26;SE;DK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;448;448;448;SK;PL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;4;4;4;HU;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;8;0;0;0;ME;AL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;9;2;2;2;HU;SI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;1609;1609;1609;IT;CH;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;28;28;28;MK;XK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;224;224;224;HU;HR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;351;351;351;PL;SE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;48;48;48;AT;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;16;16;16;HU;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;7;0;0;0;SK;UA;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;9;350;350;350;UA;HU;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;8;0;0;0;GE;AM;Monthly Value;Import;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;4;2;2;2;HR;HU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;776;776;776;BE;NL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;1297;1297;1297;CH;IT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;250;250;250;BG;TR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;1;31;31;31;ME;AL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;68;68;68;DE;NO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;107;107;107;ME;BA;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;173;173;173;GR;BG;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;1550;1550;1550;FR;ES;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;7;552;552;552;IT;SI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;33;33;33;NO;FI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;892;892;892;DE;PL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;9;923;923;923;ES;PT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;6;833;833;833;HU;SK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;418;418;418;MD;RO;Monthly Value;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;11;55;55;55;GR;MK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;6;164;164;164;DK;NL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;6;15;15;15;MK;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;168;168;168;SI;HR;Monthly Value;Import;Harmonized;M;M
