MeasureItem,MeasureItemCategoryID,MeasureItemID,Category,Country,Year,LengthOfCircuits,LengthOfRoutes,NumberOfUnits,ProvidedValue,CreationDate,ProvidedValueCode
Inventory of Transmission,5,408,DCC_220kV_380kV,LV,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,LV,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,LV,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,LV,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,LV,2024,,,268,8824.8,03/06/2025 11:08,
Inventory of Transmission,5,418,Nw_330kV_220kV,LV,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,LV,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,416,Nw_400kV_220kV,LV,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,415,Nw_400kV_330kV,LV,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,LV,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,LV,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,412,Of_PU_>275kV,LV,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,LV,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,LV,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,406,ACC_220kV_380kV,NL,2024,632.8,632.8,,,03/06/2025 11:08,
Inventory of Transmission,5,407,ACC_Over_380kV,NL,2024,109.84,109.84,,,03/06/2025 11:08,
Inventory of Transmission,5,400,ACL_110kV_220kV,NL,2024,5153.711,2544.4338,,,03/06/2025 11:08,
Inventory of Transmission,5,401,ACL_220kV,NL,2024,575.75165,279.75357,,,03/06/2025 11:08,
Inventory of Transmission,5,402,ACL_275kV,NL,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,403,ACL_330kV,NL,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,NL,2024,2379.7048,1158.3658,,,03/06/2025 11:08,
Inventory of Transmission,5,405,ACL_750kV,NL,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,424,Comments_1,NL,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,425,Comments_2,NL,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,426,Comments_3,NL,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,427,Comments_4,NL,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,422,DCC_110kV_220V,NL,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,NL,2024,163,163,,,03/06/2025 11:08,
Inventory of Transmission,5,409,DCC_Over_380kV,NL,2024,420,420,,,03/06/2025 11:08,
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,NL,2024,,,50,12.161,03/06/2025 11:08,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,NL,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,NL,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,NL,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,NL,2024,,,62,29.16,03/06/2025 11:08,
Inventory of Transmission,5,416,Nw_400kV_220kV,NL,2024,,,28,15.577,03/06/2025 11:08,
Inventory of Transmission,5,415,Nw_400kV_330kV,NL,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,NL,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,NL,2024,,,6,1.38,03/06/2025 11:08,
Inventory of Transmission,5,412,Of_PU_>275kV,NL,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,NL,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,NL,2024,,,28,14.888,03/06/2025 11:08,
Inventory of Transmission,5,406,ACC_220kV_380kV,NO,2024,128.4,115.4,,,03/06/2025 11:08,
Inventory of Transmission,5,407,ACC_Over_380kV,NO,2024,54.4,26.1,,,03/06/2025 11:08,
Inventory of Transmission,5,400,ACL_110kV_220kV,NO,2024,11572.2,11388.4,,,03/06/2025 11:08,
Inventory of Transmission,5,401,ACL_220kV,NO,2024,154.9,154.9,,,03/06/2025 11:08,
Inventory of Transmission,5,402,ACL_275kV,NO,2024,4107.9,4107.9,,,03/06/2025 11:08,
Inventory of Transmission,5,403,ACL_330kV,NO,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,NO,2024,4773.2,4773.2,,,03/06/2025 11:08,
Inventory of Transmission,5,405,ACL_750kV,NO,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,424,Comments_1,NO,2024,,,,"We don't have the distance between masts for the lentgh of route but we have removed the parallell lines to make an estimation. The lenght between masts would be shorter.  300 kV lines  represented in 275 kV, and 420 kV in 380-400 kV.",03/06/2025 11:08,
Inventory of Transmission,5,425,Comments_2,NO,2024,,,,Lenght of route is without parallell cables.,03/06/2025 11:08,
Inventory of Transmission,5,426,Comments_3,NO,2024,,,,Lenght of route is without parallell cables.,03/06/2025 11:08,
Inventory of Transmission,5,427,Comments_4,NO,2024,,,,"The transformer reported in category Nw_330kV_220kV has a primary voltage of 300kV and a secondary voltage greater than 300kV. The transformer does not fully match the category, but this is the nearest category.",03/06/2025 11:08,
Inventory of Transmission,5,422,DCC_110kV_220V,NO,2024,911.7,657,,,03/06/2025 11:08,
Inventory of Transmission,5,408,DCC_220kV_380kV,NO,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,NO,2024,3846,1923.9,,,03/06/2025 11:08,
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,NO,2024,,,2,360,03/06/2025 11:08,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,NO,2024,,,74,17223.8,03/06/2025 11:08,
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,NO,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,NO,2024,,,1,727.8,03/06/2025 11:08,
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,NO,2024,,,55,15350,03/06/2025 11:08,
Inventory of Transmission,5,416,Nw_400kV_220kV,NO,2024,,,1,500,03/06/2025 11:08,
Inventory of Transmission,5,415,Nw_400kV_330kV,NO,2024,,,39,35573,03/06/2025 11:08,
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,NO,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,NO,2024,,,2,70,03/06/2025 11:08,
Inventory of Transmission,5,412,Of_PU_>275kV,NO,2024,,,84,10339.9,03/06/2025 11:08,
Inventory of Transmission,5,411,Of_PU_>330kV,NO,2024,,,1,140,03/06/2025 11:08,
Inventory of Transmission,5,410,Of_PU_>400kV,NO,2024,,,37,7969,03/06/2025 11:08,
Inventory of Transmission,5,406,ACC_220kV_380kV,PL,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,407,ACC_Over_380kV,PL,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,400,ACL_110kV_220kV,PL,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,401,ACL_220kV,PL,2024,7755,6957,,,03/06/2025 11:08,
Inventory of Transmission,5,402,ACL_275kV,PL,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,403,ACL_330kV,PL,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,PL,2024,8020,7143,,,03/06/2025 11:08,
Inventory of Transmission,5,405,ACL_750kV,PL,2024,114,114,,,03/06/2025 11:08,
Inventory of Transmission,5,424,Comments_1,PL,2024,,,,For ACL_750kV 1 linie works in AC 400 kV.,03/06/2025 11:08,
Inventory of Transmission,5,425,Comments_2,PL,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,426,Comments_3,PL,2024,,,,For DCC_Over_380kV: A half of total length of PL-SE cable.,03/06/2025 11:08,
Inventory of Transmission,5,427,Comments_4,PL,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,422,DCC_110kV_220V,PL,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,PL,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,PL,2024,127,127,,,03/06/2025 11:08,
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,PL,2024,,,139,25030,03/06/2025 11:08,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,PL,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,PL,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,PL,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,PL,2024,,,70,26210,03/06/2025 11:08,
Inventory of Transmission,5,416,Nw_400kV_220kV,PL,2024,,,34,18998,03/06/2025 11:08,
Inventory of Transmission,5,415,Nw_400kV_330kV,PL,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,PL,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,PL,2024,,,48,13278,03/06/2025 11:08,
Inventory of Transmission,5,412,Of_PU_>275kV,PL,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,PL,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,PL,2024,,,37,19006,03/06/2025 11:08,
Inventory of Transmission,5,406,ACC_220kV_380kV,PT,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,407,ACC_Over_380kV,PT,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,400,ACL_110kV_220kV,PT,2024,2533,2007,,,03/06/2025 11:08,
Inventory of Transmission,5,401,ACL_220kV,PT,2024,3886,2730.7,,,03/06/2025 11:08,
Inventory of Transmission,5,402,ACL_275kV,PT,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,403,ACL_330kV,PT,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,PT,2024,3242,2730.4,,,03/06/2025 11:08,
Inventory of Transmission,5,405,ACL_750kV,PT,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,424,Comments_1,PT,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,425,Comments_2,PT,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,426,Comments_3,PT,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,427,Comments_4,PT,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,422,DCC_110kV_220V,PT,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,PT,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,PT,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,PT,2024,,,5,830,03/06/2025 11:08,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,PT,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,PT,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,PT,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,PT,2024,,,16,6440,03/06/2025 11:08,
Inventory of Transmission,5,416,Nw_400kV_220kV,PT,2024,,,17,7650,03/06/2025 11:08,
Inventory of Transmission,5,415,Nw_400kV_330kV,PT,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,PT,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,PT,2024,,,76,5934,03/06/2025 11:08,
Inventory of Transmission,5,412,Of_PU_>275kV,PT,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,PT,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,PT,2024,,,38,8259,03/06/2025 11:08,
Inventory of Transmission,5,406,ACC_220kV_380kV,RO,2024,0.3,0.3,,,03/06/2025 11:08,
Inventory of Transmission,5,407,ACC_Over_380kV,RO,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,400,ACL_110kV_220kV,RO,2024,42.8,40.4,,,03/06/2025 11:08,
Inventory of Transmission,5,401,ACL_220kV,RO,2024,4701.2,3929.3,,,03/06/2025 11:08,
Inventory of Transmission,5,402,ACL_275kV,RO,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,403,ACL_330kV,RO,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,RO,2024,5509,5248.5,,,03/06/2025 11:08,
Inventory of Transmission,5,405,ACL_750kV,RO,2024,3.1,3.1,,,03/06/2025 11:08,
Inventory of Transmission,5,424,Comments_1,RO,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,425,Comments_2,RO,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,426,Comments_3,RO,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,427,Comments_4,RO,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,422,DCC_110kV_220V,RO,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,RO,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,RO,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,RO,2024,,,90,18100,03/06/2025 11:08,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,RO,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,RO,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,RO,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,RO,2024,,,32,8000,03/06/2025 11:08,
Inventory of Transmission,5,416,Nw_400kV_220kV,RO,2024,,,23,9500,03/06/2025 11:08,
Inventory of Transmission,5,415,Nw_400kV_330kV,RO,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,RO,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,RO,2024,,,23,4026,03/06/2025 11:08,
Inventory of Transmission,5,412,Of_PU_>275kV,RO,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,RO,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,RO,2024,,,19,7405,03/06/2025 11:08,
Inventory of Transmission,5,406,ACC_220kV_380kV,SI,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,407,ACC_Over_380kV,SI,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,400,ACL_110kV_220kV,SI,2024,2004.35,1365.83,,,03/06/2025 11:08,
Inventory of Transmission,5,401,ACL_220kV,SI,2024,328.1,299.4,,,03/06/2025 11:08,
Inventory of Transmission,5,402,ACL_275kV,SI,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,403,ACL_330kV,SI,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,SI,2024,827.98,576.54,,,03/06/2025 11:08,
Inventory of Transmission,5,405,ACL_750kV,SI,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,424,Comments_1,SI,2024,,,,"The AC Cables 110 kV (42,3 km) is included in the cell line ACL_110kV_220kV",03/06/2025 11:08,
Inventory of Transmission,5,425,Comments_2,SI,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,426,Comments_3,SI,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,427,Comments_4,SI,2024,,,,"The PST transformer is included in the cell line Of_PU_>400kV
The STATCOM transformer 400/51,5 kV (150 MVA) is included in the cell line Nw_400kV_110kV_lower",03/06/2025 11:08,
Inventory of Transmission,5,422,DCC_110kV_220V,SI,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,SI,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,SI,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,SI,2024,,,8,1.2,03/06/2025 11:08,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,SI,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,SI,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,SI,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,SI,2024,,,13,3.75,03/06/2025 11:08,
Inventory of Transmission,5,416,Nw_400kV_220kV,SI,2024,,,2,0.8,03/06/2025 11:08,
Inventory of Transmission,5,415,Nw_400kV_330kV,SI,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,SI,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,SI,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,412,Of_PU_>275kV,SI,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,SI,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,SI,2024,,,2,1.2,03/06/2025 11:08,
Inventory of Transmission,5,406,ACC_220kV_380kV,SK,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,407,ACC_Over_380kV,SK,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,400,ACL_110kV_220kV,SK,2024,40.028,79.802,,,03/06/2025 11:08,
Inventory of Transmission,5,401,ACL_220kV,SK,2024,548.268,688.456,,,03/06/2025 11:08,
Inventory of Transmission,5,402,ACL_275kV,SK,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,403,ACL_330kV,SK,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,SK,2024,1865.069,2356.605,,,03/06/2025 11:08,
Inventory of Transmission,5,405,ACL_750kV,SK,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,424,Comments_1,SK,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,425,Comments_2,SK,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,426,Comments_3,SK,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,427,Comments_4,SK,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,422,DCC_110kV_220V,SK,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,SK,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,SK,2024,0.33633,0.66579,,,03/06/2025 11:08,
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,SK,2024,,,6,1200,03/06/2025 11:08,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,SK,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,SK,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,SK,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,SK,2024,,,31,9330,03/06/2025 11:08,
Inventory of Transmission,5,416,Nw_400kV_220kV,SK,2024,,,3,1400,03/06/2025 11:08,
Inventory of Transmission,5,415,Nw_400kV_330kV,SK,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,SK,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,SK,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,412,Of_PU_>275kV,SK,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,SK,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,SK,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,406,ACC_220kV_380kV,IE,2023,195.8,,,,22/04/2024 12:00,
Inventory of Transmission,5,407,ACC_Over_380kV,IE,2023,1.5,1.5,,,22/04/2024 12:00,
Inventory of Transmission,5,400,ACL_110kV_220kV,IE,2023,4673,4207.8,,,22/04/2024 12:00,
Inventory of Transmission,5,401,ACL_220kV,IE,2023,1785.7,1835.2,,,22/04/2024 12:00,
Inventory of Transmission,5,402,ACL_275kV,IE,2023,97.04,48.52,,,22/04/2024 12:00,
Inventory of Transmission,5,403,ACL_330kV,IE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,IE,2023,439.1,439.1,,,22/04/2024 12:00,
Inventory of Transmission,5,405,ACL_750kV,IE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,424,Comments_1,IE,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,425,Comments_2,IE,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,426,Comments_3,IE,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,427,Comments_4,IE,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,422,DCC_110kV_220V,IE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,IE,2023,263,263,,,22/04/2024 12:00,
Inventory of Transmission,5,409,DCC_Over_380kV,IE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,IE,2023,,,57,11614,22/04/2024 12:00,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,IE,2023,,,3,1200,22/04/2024 12:00,
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,IE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,IE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,IE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,416,Nw_400kV_220kV,IE,2023,,,8,4050,22/04/2024 12:00,
Inventory of Transmission,5,415,Nw_400kV_330kV,IE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,IE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,IE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,412,Of_PU_>275kV,IE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,IE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,IE,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,406,ACC_220kV_380kV,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,407,ACC_Over_380kV,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,400,ACL_110kV_220kV,IS,2023,1383.3,1383.3,,,22/04/2024 12:00,
Inventory of Transmission,5,401,ACL_220kV,IS,2023,1112.1,1112.1,,,22/04/2024 12:00,
Inventory of Transmission,5,402,ACL_275kV,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,403,ACL_330kV,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,405,ACL_750kV,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,424,Comments_1,IS,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,425,Comments_2,IS,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,426,Comments_3,IS,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,427,Comments_4,IS,2023,,,,,22/04/2024 12:00,
Inventory of Transmission,5,422,DCC_110kV_220V,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,IS,2023,,,15,1237,22/04/2024 12:00,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,416,Nw_400kV_220kV,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,415,Nw_400kV_330kV,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,IS,2023,,,37,2217,22/04/2024 12:00,
Inventory of Transmission,5,412,Of_PU_>275kV,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,IS,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,406,ACC_220kV_380kV,LT,2023,0.3,0.3,,,22/04/2024 12:00,
Inventory of Transmission,5,407,ACC_Over_380kV,LT,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,400,ACL_110kV_220kV,LT,2023,4992,4278,,,22/04/2024 12:00,
Inventory of Transmission,5,401,ACL_220kV,LT,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,402,ACL_275kV,LT,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,403,ACL_330kV,LT,2023,1896,1729,,,22/04/2024 12:00,
Inventory of Transmission,5,404,ACL_380_400kV,LT,2023,102.7,51.35,,,22/04/2024 12:00,
Inventory of Transmission,5,405,ACL_750kV,LT,2023,,,,,22/04/2024 12:00,Not Expected
Inventory of Transmission,5,424,Comments_1,LT,2023,,,,,22/04/2024 12:00,
